,word,proposed_splitting,count_pre,count_post
4955,peatland,"['peat', 'land']",2,
4956,risingsealevel,"['rising', 'sea', 'level']",1,
4957,movies,,1,
4958,agriculturebill,"['agriculture', 'bill']",1,
4959,adpatingtoclimatechange,,1,
4960,landscape,,1,
4961,capitalism,,3,10.0
4962,tonga,,1,
4963,amplifiedjetstream,,1,
4964,soils,,2,
4965,mcewen,,2,
4966,ilmastoveivi2019,,5,
4967,exposing,,1,
4968,termlimits,"['term', 'limits']",1,
4969,inequality,,11,7.0
4970,citizensunited,"['citizens', 'united']",1,
4971,askyourmp,"['ask', 'your', 'mp']",1,
4972,burgos,,1,
4973,gynaecological,,1,
4974,mindset,,1,
4975,greenbonds,"['green', 'bonds']",2,2.0
4976,seabirdsaturday,,2,
4977,ottawafloods,,1,
4978,gaia,,1,1.0
4979,100re,"['100', 're']",1,
4980,cholera,,1,
4981,epa,,20,1.0
4982,automation,,1,2.0
4983,greatsouthernreef,"['great', 'southern', 'reef']",1,
4984,citizensassembly,"['citizens', 'assembly']",1,
4985,biodiesel,,1,
4986,ryanpaul,,2,
4987,wise,,1,
4988,systemsapproach,"['systems', 'approach']",1,
4989,fl,,1,
4990,tonyabbott,,1,
4991,pollutants,,1,
4992,osloforestforum,,1,
4993,globalclimatechange,"['global', 'climate', 'change']",1,
4994,rockhopperpenguin,,1,
4995,fooledbyfrond,"['fooled', 'by', 'frond']",1,
4996,netzerocarbon,"['net', 'zero', 'carbon']",3,
4997,globalheating,"['global', 'heating']",3,
4998,statement,,1,
4999,springst,"['spring', 'st']",7,4.0
5000,vacancy,,1,
5001,connecticut,,1,
5002,sb69,,1,
5003,macroeconomic,,2,
5004,dengue,,1,2.0
5005,circulation,,1,
5006,netting,,4,
5007,animalabuse,"['animal', 'abuse']",3,
5008,clp18,,1,
5009,worldbanks,"['world', 'banks']",1,
5010,vawg,,1,
5011,ethicalfashion,"['ethical', 'fashion']",4,
5012,seed,,1,1.0
5013,rats,,1,
5014,globalstrike,"['global', 'strike']",1,
5015,ganfeng,,2,
5016,prepareactsurvive,"['prepare', 'act', 'survive']",1,
5017,savewater,"['save', 'water']",4,
5018,vegetation,,1,1.0
5019,climatedialogue,"['climate', 'dialogue']",1,
5020,greatdiving,"['great', 'diving']",1,
5021,luxleaks,"['lux', 'leaks']",1,
5022,iceland,,3,1.0
5023,ecohabits,"['e', 'cohabits']",1,
5024,resiliency,,2,1.0
5025,climatecrisis,"['climate', 'crisis']",9,102.0
5026,portoprotocol,,4,
5027,womeninbusiness,"['women', 'in', 'business']",1,
5028,coralreef,"['coral', 'reef']",1,1.0
5029,budgetreply,"['budget', 'reply']",2,
5030,climatebarbie,"['climate', 'barbie']",10,
5031,marxism,,1,
5032,prep,,1,
5033,animals,,8,10.0
5034,peacedividend,"['peace', 'dividend']",1,
5035,actress,,1,
5036,lfcfamily,,1,
5037,bully,,2,
5038,liarfromtheshire,"['liar', 'from', 'the', 'shire']",1,
5039,ctwc,,1,
5040,industry,,1,
5041,smarthouse,"['smart', 'house']",1,
5042,festivaldacancao,,1,
5043,algae,,2,1.0
5044,greenenergy,"['green', 'energy']",18,22.0
5045,goodfoodnation,"['good', 'food', 'nation']",1,
5046,bombs,,2,
5047,nicc,,3,
5048,phenology,,2,5.0
5049,farmersforclimateaction,"['farmers', 'for', 'climate', 'action']",1,
5050,bluezones,"['blue', 'zones']",1,
5051,learn,,2,2.0
5052,organiccotton,"['organic', 'cotton']",4,
5053,giveashit,"['give', 'as', 'hit']",1,
5054,impeachbarr,,3,
5055,creatingtheclimateforchange,"['creating', 'the', 'climate', 'for', 'change']",1,
5056,fastfashion,"['fast', 'fashion']",2,
5057,cleanup,,1,
5058,publicengagement,"['public', 'engagement']",1,
5059,changetheclimate2020,"['change', 'the', 'climate', '2020']",1,
5060,beauty,,1,
5061,ethicalfood,"['ethical', 'food']",2,
5062,keepingfamiliestogether,"['keeping', 'families', 'together']",1,
5063,berniesanders,,3,
5064,datacenter,,1,
5065,indigenousscholars,"['indigenous', 'scholars']",1,
5066,econometrics,,1,
5067,climatepolicies,"['climate', 'policies']",2,
5068,development,,7,4.0
5069,4,,2,1.0
5070,reforestkenya,,1,
5071,sustentabilidade,,2,
5072,disarmhate,"['disarm', 'hate']",1,
5073,thunberg,,3,
5074,evd,,1,
5075,worldmalariaday,"['world', 'malaria', 'day']",1,
5076,con,,2,
5077,mica,,1,
5078,adelaide,,2,6.0
5079,gulfofmexico,,1,
5080,trumpism,"['trump', 'is', 'm']",1,
5081,eyeonclimate,"['eye', 'on', 'climate']",1,
5082,trump2020landslide,"['trump', '2020', 'landslide']",1,
5083,football,,1,1.0
5084,penrith,,2,
5085,liverflukes,"['liver', 'flukes']",1,
5086,ttot,"['t', 'to', 't']",1,
5087,weatherauthority,"['weather', 'authority']",1,
5088,eu,,14,26.0
5089,glacier,,3,
5090,twitter,,4,3.0
5091,actonthegap,,1,
5092,fascist,,2,
5093,orkney,,1,
5094,af2018,,4,
5095,obamaslegacy,,2,
5096,free,,1,
5097,familiesbelongtogether,"['families', 'belong', 'together']",1,
5098,10km3x2,"['10', 'km', '3', 'x', '2']",1,4.0
5099,oil,,7,9.0
5100,ivory,,1,
5101,warming,,1,2.0
5102,environmentalaward,"['environmental', 'award']",1,
5103,partnerships,,1,
5104,clp,,1,
5105,solarpv,,3,3.0
5106,cardiff,,1,
5107,sustdev,,1,
5108,butterflyeffect,"['butterfly', 'effect']",1,
5109,bees,,7,1.0
5110,cheese,,1,
5111,pelldefenders,,2,
5112,png,,1,
5113,getoffourarses,,1,
5114,mi3,"['mi', '3']",1,
5115,climateactionnow,"['climate', 'action', 'now']",2,76.0
5116,ownwhatyouown,"['own', 'what', 'you', 'own']",1,
5117,carbonfarming,"['carbon', 'farming']",1,
5118,mff,"['m', 'ff']",1,
5119,ma3,"['ma', '3']",2,
5120,grenoble,,1,
5121,deepgreen,"['deep', 'green']",2,
5122,sustainablebusiness,"['sustainable', 'business']",1,
5123,zeroemissions,"['zero', 'emissions']",2,4.0
5124,eea,,1,
5125,adaption,,1,
5126,eegtalks,,1,
5127,costarica,,3,1.0
5128,cannes,,1,
5129,climatejusticejobs,"['climate', 'justice', 'jobs']",1,
5130,jobs,,7,7.0
5131,greennewdeal,"['green', 'new', 'deal']",1,196.0
5132,thefutureisgreen,"['the', 'future', 'is', 'green']",1,
5133,extinctinrebellion,"['extinct', 'in', 'rebellion']",3,
5134,depopulation,,1,
5135,pierscorbyn,,1,
5136,endofcoal,"['end', 'of', 'coal']",2,
5137,climateheritage,"['climate', 'heritage']",5,
5138,stupidnews,"['stupid', 'news']",1,
5139,ouroceans,"['our', 'oceans']",2,
5140,dailytrumptip,"['daily', 'trump', 'tip']",1,
5141,bebetter,"['be', 'better']",1,
5142,klimawandel,,2,1.0
5143,forthefuture,"['for', 'the', 'future']",2,
5144,firewood,,1,
5145,productivity,,1,
5146,aprs2018,,1,
5147,p2,"['p', '2']",1,
5148,dieselgate,"['diesel', 'gate']",1,
5149,trumpprotests,"['trump', 'protests']",1,
5150,regime,,2,
5151,tvawt,,1,
5152,globalwarmingisreal,"['global', 'warming', 'is', 'real']",2,
5153,tmi,,2,
5154,sdg7,,3,1.0
5155,heatplan,"['heat', 'plan']",1,
5156,transnational,,1,
5157,westernwater,"['western', 'water']",1,
5158,writerslife,"['writers', 'life']",1,
5159,superpower,,1,
5160,canberra,,5,
5161,ecolife,,1,
5162,cdnenviro,,1,
5163,anticapitalism,"['anti', 'capitalism']",1,
5164,climateiswater,"['climate', 'is', 'water']",2,2.0
5165,airpollution,"['air', 'pollution']",30,22.0
5166,earthsave,"['earth', 'save']",1,
5167,worldenvironmentday,"['world', 'environment', 'day']",21,27.0
5168,ecologicalrestoration,"['ecological', 'restoration']",1,1.0
5169,threattoworldheritage,"['threat', 'to', 'world', 'heritage']",1,
5170,logic,,1,
5171,corbyn,,1,1.0
5172,saveplanet,"['save', 'planet']",6,
5173,speakforagriculture,"['speak', 'for', 'agriculture']",1,
5174,aiforgood,"['a', 'i', 'for', 'good']",3,
5175,govegan,"['go', 'vegan']",16,8.0
5176,vinegrowersknow,"['vine', 'growers', 'know']",1,
5177,ngo,,1,
5178,mozambiquefloods2019,,2,
5179,saveorangutans,"['save', 'orangutans']",1,
5180,billshorten,"['bill', 'shorten']",1,
5181,onesimpleaction,"['one', 'simple', 'action']",1,
5182,neveragain,"['never', 'again']",3,
5183,thegreatawakening,"['the', 'great', 'awakening']",2,
5184,venice,,1,
5185,planting,,1,
5186,hillarywarnedus,,1,1.0
5187,stakeholders,,1,
5188,tidalenergy,"['tidal', 'energy']",2,
5189,oilsands,"['oils', 'and', 's']",5,
5190,volume,,1,
5191,nordp2019,,1,
5192,snp19,,1,
5193,miracleblueprints,"['miracle', 'blueprints']",4,
5194,greecefires,,1,
5195,alternative,,1,
5196,cuba,,1,
5197,wifi,,5,
5198,ineosvthepeople,,1,
5199,fires,,1,1.0
5200,thwaitesglacier,,1,
5201,ledlights,"['led', 'lights']",1,
5202,letsgogreen,"['lets', 'go', 'green']",1,
5203,virtualclimatesummit,"['virtual', 'climate', 'summit']",2,
5204,nomammalmanifesto,"['no', 'mammal', 'manifesto']",1,
5205,rightsofnature,"['rights', 'of', 'nature']",1,
5206,sustyvibersrock,,1,
5207,artic,,1,
5208,fmcg,,1,
5209,vedas,,1,
5210,naturephotography,"['nature', 'photography']",1,1.0
5211,gunsafetyreform,"['gun', 'safety', 'reform']",1,
5212,democratsabroad,"['democrats', 'abroad']",1,
5213,impeachbarrfirst,,1,
5214,julianavunitedstates,,1,
5215,kindle,,1,
5216,votelabor,"['vote', 'labor']",1,
5217,upsc,,1,
5218,csr,,5,1.0
5219,nsw,,1,
5220,xrp,,2,
5221,ditchmitch,,2,
5222,smart,,2,
5223,digitalsoldiers,"['digital', 'soldiers']",1,
5224,humanitarianism,,1,
5225,spokenword,"['spoken', 'word']",1,
5226,beyondparis,,3,
5227,leadgen,"['lead', 'gen']",3,
5228,researcher,,1,
5229,brighton,,1,1.0
5230,tagesschau,,1,
5231,greeneconomy,"['green', 'economy']",2,2.0
5232,unsdgs,,1,
5233,lps19,,3,
5234,invasives,,1,
5235,globalhealth,"['global', 'health']",7,4.0
5236,austerity,,2,
5237,icebreaker,,1,
5238,climatecollapse,"['climate', 'collapse']",2,
5239,mountkenyatrust,,1,
5240,drugs,,1,
5241,thisismine,"['this', 'is', 'mine']",1,
5242,socialimpact,"['social', 'impact']",1,1.0
5243,betogether,"['be', 'together']",2,
5244,earthquaks,,1,
5245,urbanheatisland,"['urban', 'heat', 'island']",2,
5246,storm,,2,
5247,brazil,,4,7.0
5248,lockthegate,"['lock', 'the', 'gate']",1,
5249,1240,,2,
5250,liarinchief,"['liar', 'in', 'chief']",1,1.0
5251,overfishing,,1,2.0
5252,rotary,,2,
5253,windmill,,1,
5254,killingourkids,"['killing', 'our', 'kids']",1,
5255,clgi2018,,1,
5256,bigoil,"['big', 'oil']",6,5.0
5257,comic,,2,
5258,hopeisback,"['hope', 'is', 'back']",1,
5259,yearofthebird,"['year', 'of', 'the', 'bird']",1,
5260,euco,,3,
5261,45out,"['45', 'out']",1,
5262,altright,"['alt', 'right']",1,
5263,bookclubs,"['book', 'clubs']",1,
5264,cerrado,,1,
5265,furnacefriday,,1,
5266,cambridgeanalytica,,1,
5267,banfrackingnow,"['ban', 'f', 'racking', 'now']",1,
5268,bettertogether,"['better', 'together']",1,
5269,healing,,7,1.0
5270,rivers,,1,
5271,impeachhim,"['impeach', 'him']",1,
5272,bbcr4pm,,1,
5273,isfconf2018,,1,
5274,executivepay,"['executive', 'pay']",1,
5275,electrifyeverything,"['electrify', 'everything']",1,
5276,facepalm,"['face', 'palm']",1,
5277,porto,,2,1.0
5278,sustainableenergy,"['sustainable', 'energy']",1,1.0
5279,ourworldisworthsaving,"['our', 'world', 'is', 'worth', 'saving']",1,
5280,americanpowerandgas,,1,
5281,philosopher,,1,
5282,sri,,2,1.0
5283,earthdayatx,,3,
5284,cdw2019,,1,
5285,ipbes6,,1,
5286,systems,,2,1.0
5287,urban,,7,
5288,betterfuture,"['better', 'future']",1,
5289,barbuda,,2,
5290,localfood,"['local', 'food']",1,
5291,fightfor15,"['fight', 'for', '15']",1,2.0
5292,firstdayofschool,"['first', 'day', 'of', 'school']",1,
5293,candidates,,1,
5294,sustainablefarming,"['sustainable', 'farming']",1,
5295,energydemand,"['energy', 'demand']",1,
5296,papersculptures,"['paper', 'sculptures']",2,
5297,climadiplo,,2,1.0
5298,fiji,,2,4.0
5299,farce,,1,16.0
5300,waterworld,,1,
5301,edutwitter,,1,
5302,deathspiral,"['death', 'spiral']",1,
5303,upr30,,1,
5304,philippines,,1,
5305,prosumers,,3,
5306,wine,,2,2.0
5307,atoms4life,"['atoms', '4', 'life']",1,
5308,puffins,,12,4.0
5309,sustainablebizsummit,"['sustainable', 'biz', 'summit']",1,
5310,right,,1,
5311,allinforceja,"['all', 'in', 'force', 'j', 'a']",1,
5312,autism,,1,
5313,infrastructure,,1,4.0
5314,england,,1,1.0
5315,floodmanagement,"['flood', 'management']",1,
5316,suicide,,1,
5317,smartislands,"['smart', 'islands']",1,
5318,malaysia,,2,
5319,grassfed,"['grass', 'fed']",1,
5320,washingtondc,,3,
5321,tnrgold,,2,
5322,maplesyrup,"['maple', 'syrup']",1,
5323,cpc,,5,
5324,munich,,1,
5325,crops,,2,2.0
5326,greenfuture,"['green', 'future']",1,
5327,wansolwaranews,"['wan', 'sol', 'war', 'a', 'news']",1,
5328,americas,,1,
5329,zerohour,"['zero', 'hour']",4,
5330,falseflag,"['false', 'flag']",1,
5331,herring,,1,
5332,talanoa4ambition,,16,
5333,evs,,6,2.0
5334,pvnclearns,,1,
5335,marineiguana,"['marine', 'iguana']",1,
5336,citiesipcc,,1,
5337,environnement,,1,2.0
5338,nbpoli,,1,
5339,victoria,,1,3.0
5340,sdgscameroon,,1,
5341,monitoring,,1,
5342,weareraisingfunds,"['we', 'are', 'raising', 'funds']",1,
5343,globalchildhealth,"['global', 'child', 'health']",1,
5344,truth,,1,4.0
5345,ruralvisionwhrf,,1,
5346,daretodreambig,"['dare', 'to', 'dream', 'big']",3,
5347,innovateuk,,1,
5348,things,,1,
5349,switch2sendai,,1,
5350,energ,"['en', 'erg']",1,
5351,climatechangeimpacts,"['climate', 'change', 'impacts']",1,
5352,engineering,,5,1.0
5353,climatefuture,"['climate', 'future']",3,
5354,vocabulary,,1,
5355,antiabortion,,1,
5356,timescontrarian,"['times', 'contrarian']",1,
5357,fieldexperiments,"['field', 'experiments']",1,
5358,ukweather,,1,
5359,elephants,,1,
5360,fun,,2,
5361,childabuse,"['child', 'abuse']",4,
5362,woodpower,"['wood', 'power']",1,
5363,volcano,,1,
5364,steamdrills,"['steam', 'drills']",1,
5365,tt237,,1,
5366,fpic,"['f', 'pic']",1,
5367,seedingchange,"['seeding', 'change']",1,
5368,keepmamaafricagreen,,6,
5369,rightscon,"['rights', 'con']",1,
5370,degradation,,2,
5371,calenergy,"['cal', 'energy']",1,
5372,ca25,"['ca', '25']",1,
5373,stemeducation,"['stem', 'education']",3,
5374,greeninvestment,"['green', 'investment']",1,
5375,economicempowerment,"['economic', 'empowerment']",1,
5376,omo,,1,
5377,sjw,,2,
5378,foreverychild,"['for', 'every', 'child']",1,
5379,ontpoli,,1,
5380,plasticpollutes,"['plastic', 'pollutes']",2,
5381,machineintelligence,"['machine', 'intelligence']",1,
5382,airconditioning,"['air', 'conditioning']",2,
5383,seafood,,3,1.0
5384,onebigchange,"['one', 'big', 'change']",2,
5385,prkruti,,1,
5386,globalwarning,"['global', 'warning']",1,1.0
5387,greenwashing,"['green', 'washing']",1,
5388,nuclearwinter,"['nuclear', 'winter']",1,
5389,cites,,1,
5390,transparent,,1,
5391,protectourcare,"['protect', 'our', 'care']",1,
5392,hoosiers,"['ho', 'osiers']",1,
5393,topography,,1,
5394,scotland,,3,4.0
5395,lyinlibtardprofessors,,1,
5396,caregivers,,1,
5397,eloquence,,2,
5398,balticsea,,2,
5399,wheresrbg,,1,
5400,chemtrails,"['chem', 'trails']",8,2.0
5401,carbonneutral,"['carbon', 'neutral']",3,7.0
5402,climatechane,,1,
5403,tryvegan,"['try', 'vegan']",1,
5404,greywater,,2,
5405,geelong,,1,
5406,lrt,,1,
5407,certainty,,1,
5408,vehicle,,2,
5409,wastewater,,2,2.0
5410,sac19,"['sac', '19']",1,1.0
5411,digitalart,"['digital', 'art']",1,
5412,cdnmedia,,1,
5413,hoaxes,,1,
5414,sad,,1,
5415,palestinian,,1,
5416,cleanseas,"['cleanse', 'as']",1,
5417,gdprday,,1,
5418,economic,,1,
5419,onu,"['on', 'u']",1,
5420,corps,,1,
5421,gut,,1,
5422,oregon,,1,
5423,brand,,1,
5424,nypost,,4,
5425,animalcruelty,"['animal', 'cruelty']",2,
5426,napag,,1,
5427,mountain,,1,
5428,resccue,"['res', 'c', 'cue']",1,
5429,waveenergy,"['wave', 'energy']",1,
5430,pruit,"['pr', 'u', 'it']",1,
5431,abfire,"['ab', 'fire']",1,
5432,uefa,,1,
5433,qld,,1,
5434,seasteading,,1,
5435,coastalhazards,"['coastal', 'hazards']",1,
5436,baltimoretheatre,,1,
5437,salary,,1,
5438,malaria,,2,
5439,sequestration,,1,
5440,myg7,"['my', 'g', '7']",4,
5441,alp,,3,1.0
5442,patients,,1,
5443,anthropogenic,,1,
5444,exxonagm,,2,
5445,gar2019,"['gar', '2019']",6,
5446,paleodiet,,3,
5447,highschool,,1,
5448,thegreennewdeal,"['the', 'green', 'new', 'deal']",1,
5449,wednesdaywisdom,,2,11.0
5450,greenhouseemissions,"['greenhouse', 'emissions']",1,
5451,individuals,,2,
5452,unsc,,3,
5453,healthyeating,"['healthy', 'eating']",1,
5454,futuristic,,1,
5455,45th,,1,
5456,mediaworkshop,"['media', 'workshop']",1,
5457,blueoregon,,3,
5458,takeactionnow,"['take', 'action', 'now']",1,1.0
5459,alinthearctic,,1,
5460,accused,,1,
5461,ditchdairy,"['ditch', 'dairy']",2,
5462,esa,,1,
5463,remotesensing,"['remote', 'sensing']",3,
5464,diversity,,4,
5465,rdsvision2030,,1,
5466,isntreal,,1,
5467,maharashtra,,1,
5468,ceweekldn,,1,
5469,laborforhiggins,,1,
5470,federationdrought,"['federation', 'drought']",1,
5471,impeach45,"['impeach', '45']",1,
5472,dumsor,,1,
5473,combatclimatechange,"['combat', 'climate', 'change']",1,
5474,unitedformozambique,,1,
5475,changepublic,"['change', 'public']",1,
5476,sbwa17,,1,
5477,euelections,,2,
5478,journalofcesare,,1,
5479,nomoreplastic,"['no', 'more', 'plastic']",1,
5480,oceanwarming,"['ocean', 'warming']",1,1.0
5481,whitenationalists,"['white', 'nationalists']",1,
5482,besmart,"['be', 'smart']",1,
5483,nutella,,2,
5484,enviornment,,1,
5485,newzealand,,1,3.0
5486,maastrichtdebate,,2,
5487,buildingcodes,"['building', 'codes']",1,
5488,donation,,2,
5489,sustainably,"['sustain', 'ably']",2,
5490,auslaw,"['a', 'us', 'law']",1,
5491,impactinvesting,"['impact', 'investing']",2,
5492,plasticfreeliving,"['plastic', 'free', 'living']",1,
5493,edinburgh,,1,
5494,chefchaouen,,1,
5495,ruralwomen,"['rural', 'women']",1,
5496,creativeindustries,"['creative', 'industries']",3,
5497,kkrglobalimpact,,1,
5498,bereminded,"['be', 'reminded']",1,
5499,drr,,1,4.0
5500,oceanacidification,,3,1.0
5501,girlseducationasagreenasset,"['girls', 'education', 'as', 'a', 'green', 'asset']",1,
5502,veganuary,,1,
5503,sustainabledevelopment,"['sustainable', 'development']",10,14.0
5504,adaptation,,29,10.0
5505,outdoors,,3,
5506,bills,,1,
5507,expedition,,1,
5508,recyle,,1,
5509,keepthemgreat,"['keep', 'them', 'great']",1,
5510,soilhealth,"['soil', 'health']",6,3.0
5511,geological,,2,
5512,indore,,2,
5513,antivaxx,,1,
5514,auspoi,"['a', 'us', 'poi']",2,
5515,nikonf3,,1,
5516,sdg17,,1,
5517,whirlpool,,1,
5518,authors,,1,1.0
5519,julianavus,,1,
5520,australianfarmers,,2,
5521,diversityinscience,"['diversity', 'in', 'science']",2,
5522,naturalgas,"['natural', 'gas']",2,
5523,leavingnoonebehind,,1,
5524,blacklivesmatter,"['black', 'lives', 'matter']",1,
5525,laos,,1,
5526,aberdeen,,1,
5527,renewableenergy,"['renewable', 'energy']",73,55.0
5528,southernwhitehouse,,1,
5529,migrants,,1,1.0
5530,panamacanal,"['panama', 'canal']",1,
5531,uscarbonfee,"['us', 'carbon', 'fee']",1,
5532,whatajoke,"['what', 'a', 'joke']",1,
5533,backofdoveyshops,,1,
5534,tasteofsci,"['taste', 'of', 'sci']",1,
5535,visitnepal2020,,1,
5536,awwaace,,1,
5537,worldwildlifeday,"['world', 'wildlife', 'day']",6,
5538,politics,,4,32.0
5539,youthvoices19,"['youth', 'voices', '19']",1,
5540,florida,,8,1.0
5541,endplasticpollution,"['end', 'plastic', 'pollution']",3,
5542,yeahright,"['yeah', 'right']",1,
5543,winelover,"['wine', 'lover']",1,
5544,ashdenawards,"['ash', 'den', 'awards']",1,
5545,mayak,,2,
5546,ace19dc,"['ace', '19', 'dc']",1,
5547,corporatesustainability,"['corporate', 'sustainability']",1,
5548,morons,,1,
5549,veganfoodshare,"['vegan', 'food', 'share']",1,
5550,sustbiz4growth,,1,
5551,freepubliccollege,"['free', 'public', 'college']",1,
5552,spirituality,,2,
5553,oceansofdemocracy,"['oceans', 'of', 'democracy']",1,
5554,inkwoodresearch,"['ink', 'wood', 'research']",1,
5555,buildings,,1,
5556,lingohack,"['lingo', 'hack']",1,
5557,gatwickcant,,1,
5558,growth,,1,
5559,mapoli,,3,1.0
5560,modely,"['model', 'y']",1,
5561,francis,,1,
5562,smartroofs,"['smart', 'roofs']",1,
5563,climateandsecurity,"['climate', 'and', 'security']",1,
5564,climatemove,"['climate', 'move']",5,
5565,seedfestival2019,"['seed', 'festival', '2019']",1,
5566,voteican,"['vote', 'i', 'can']",1,
5567,exxonvaldez,,1,
5568,teacher,,1,
5569,kooyongvotes,,9,
5570,stopextinction,"['stop', 'extinction']",3,
5571,fishing,,2,3.0
5572,buildpeace,"['build', 'peace']",1,
5573,design,,7,7.0
5574,negativefeedbackloops,"['negative', 'feedback', 'loops']",1,
5575,climateresilience,"['climate', 'resilience']",1,4.0
5576,humanright,"['human', 'right']",3,1.0
5577,paneltheplanet,"['panel', 'the', 'planet']",2,
5578,volvo,,1,
5579,februdairyfree,,2,
5580,climatemcr,,1,
5581,everglades,,2,
5582,plants,,1,3.0
5583,reprocessing,,2,
5584,cemmi2019,,2,
5585,julianavgov,,1,
5586,nauru,,1,2.0
5587,avpn2018,,1,
5588,futuregenerations,"['future', 'generations']",2,
5589,sediment,,1,
5590,lifeenhancing,"['life', 'enhancing']",1,
5591,redhotplanet,"['red', 'hot', 'planet']",1,
5592,actressdirector,"['actress', 'director']",1,
5593,climatesmartgroup,"['climate', 'smart', 'group']",1,
5594,yyj,,1,
5595,illegalaliens,"['illegal', 'aliens']",1,8.0
5596,innovate4climate,"['innovate', '4', 'climate']",1,
5597,dams,,1,
5598,inpst,,2,
5599,riots,,2,
5600,yoga,,3,
5601,shellknew,"['shell', 'knew']",1,
5602,gasemission,"['gas', 'emission']",1,
5603,commonwealthyouth,"['commonwealth', 'youth']",1,
5604,secondworld,"['second', 'world']",1,
5605,tauntongardentown,,1,
5606,wars,,2,
5607,insurancerisk,"['insurance', 'risk']",1,
5608,satanists,,1,
5609,diabetes,,3,
5610,communitysolutions,"['community', 'solutions']",1,
5611,cpc_hq,,1,
5612,humanhealth,"['human', 'health']",1,
5613,norwichcouncil,,3,
5614,bcndp,,4,
5615,parentsforfuture,"['parents', 'for', 'future']",2,
5616,lawyers,,1,
5617,genderinag,,1,
5618,nevertrump,"['never', 'trump']",1,
5619,barackobama,,2,
5620,researchimpacteu,,2,
5621,iuhpe2019,,5,
5622,discovervanuatu,,1,
5623,cejisready,,2,
5624,agenda2063,"['agenda', '2063']",1,
5625,funding,,1,
5626,solvedifferent,"['solve', 'different']",5,
5627,yourchoice,"['your', 'choice']",1,
5628,resistance,,4,1.0
5629,childsbooks,,1,
5630,wednesdaygraphics,,1,
5631,coleg,,2,
5632,foreignoffice,"['foreign', 'office']",1,
5633,leader,,1,
5634,mainstreaming,,5,
5635,gogreen,"['go', 'green']",9,11.0
5636,civildisobedience,"['civil', 'disobedience']",1,
5637,newworldorder,"['new', 'world', 'order']",1,
5638,nature4climate,"['nature', '4', 'climate']",2,2.0
5639,faith4earth,"['faith', '4', 'earth']",1,
5640,zeroheroes,"['zero', 'heroes']",1,
5641,waterrisk,"['water', 'risk']",1,
5642,podbean,"['pod', 'bean']",1,
5643,bbc1,,1,
5644,disruptive,,1,
5645,butterflies,,1,1.0
5646,日本,,3,
5647,cameroon,,2,
5648,nbflood2018,,2,
5649,worldoceansday,"['world', 'oceans', 'day']",19,
5650,endangeredspeciesday,"['endangered', 'species', 'day']",1,
5651,secure,,1,
5652,prayforjapan,"['pray', 'for', 'japan']",1,
5653,wherearethechildren,"['where', 'are', 'the', 'children']",1,
5654,savemorewildlife,"['save', 'more', 'wildlife']",1,
5655,youthday,"['youth', 'day']",2,
5656,youthrising,"['youth', 'rising']",1,
5657,creationist,,1,
5658,theenergyforecast,"['the', 'energy', 'forecast']",1,
5659,ppmashow,"['ppm', 'a', 'show']",1,
5660,lessonplan,"['lesson', 'plan']",2,
5661,odd,,1,
5662,fridaythoughts,,1,
5663,studentdebtcrisis,"['student', 'debt', 'crisis']",3,
5664,bethechange,"['be', 'the', 'change']",1,4.0
5665,multidimensionalpoverty,"['multidimensional', 'poverty']",1,
5666,farmingtoday,"['farming', 'today']",1,
5667,bicycles,,6,
5668,connect2earth,"['connect', '2', 'earth']",2,6.0
5669,safety,,1,
5670,doclands,"['doc', 'lands']",1,
5671,peacegesture,"['peace', 'gesture']",1,
5672,ice,,3,3.0
5673,openaccess,"['open', 'access']",1,1.0
5674,thread,,1,
5675,meme,,1,
5676,sibiusummit,,1,
5677,schoolstrike4climate,"['school', 'strike', '4', 'climate']",41,
5678,waterwars,"['water', 'wars']",1,
5679,storage,,1,
5680,aircraft,,1,
5681,breakthesilence,"['break', 'the', 'silence']",3,
5682,savefuel,"['save', 'fuel']",1,
5683,brooklyn,,1,
5684,decentralized,,1,
5685,pharmacare,"['p', 'harm', 'a', 'care']",1,
5686,endofwaste,"['end', 'of', 'waste']",1,
5687,keepforestsstanding,"['keep', 'forests', 'standing']",1,
5688,taraz,,1,
5689,israeli,,1,
5690,grapevine,,1,
5691,ndcs,,4,1.0
5692,bluewave,"['blue', 'wave']",6,
5693,britishcolumbia,,4,
5694,forests,,24,22.0
5695,ecopsychology,,1,
5696,biomass,,4,1.0
5697,unions,,3,
5698,cymru,,1,
5699,reforestation,,1,4.0
5700,nation,,1,
5701,lessconcretecities,"['less', 'concrete', 'cities']",1,
5702,climatemigrants,"['climate', 'migrants']",1,
5703,climatechangeleadership,"['climate', 'change', 'leadership']",3,
5704,globaldeathpanel,"['global', 'death', 'panel']",1,
5705,onefamily,"['one', 'family']",1,
5706,savetrees,"['save', 'trees']",2,
5707,lindseygraham,,1,
5708,lenr,,2,2.0
5709,sap,,1,
5710,sustinv,,1,
5711,notoaviationexpansion,"['no', 'to', 'aviation', 'expansion']",1,
5712,bearingwitness,"['bearing', 'witness']",1,
5713,richlist,"['rich', 'list']",1,
5714,consumption,,2,4.0
5715,ringthebellforclimate,"['ring', 'the', 'bell', 'for', 'climate']",1,
5716,question,,2,
5717,birds,,3,6.0
5718,stateofcorruption,"['state', 'of', 'corruption']",1,
5719,libero,,1,
5720,pioneer,,1,
